식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,제공기관코드,제공기관명
D220-716000000-0040,과ㆍ채주스_리얼 토마토주스 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,42,,0.54,,,10.27,8.92,,,,,,29,,,,,,,,,,0.03,,3,식품의약품안전처,370g(,엔젤리너스,2,수집,2022-06-27,2023-01-05,1471000,식품의약품안전처
D220-716000000-0041,과ㆍ채주스_리얼 홍시주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,116,,0.14,,,,0.00,,,,,,3,,,,,,,,,,0.00,,3,식품의약품안전처,360g(,요거프레소,2,수집,2022-07-04,2023-01-05,1471000,식품의약품안전처
D220-716000000-0042,과ㆍ채주스_리얼수박주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,73,,1.01,,,,11.01,,,,,,0,,,,,,,,,,0.00,,3,식품의약품안전처,526g(,커피베이,2,수집,2022-07-08,2023-01-05,1471000,식품의약품안전처
D220-716000000-0043,과ㆍ채주스_리얼수박주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,31,,0.56,,,,6.48,,,,,,5,,,,,,,,,,0.00,,3,식품의약품안전처,355g(,커피에 반하다,2,수집,2022-07-11,2023-01-05,1471000,식품의약품안전처
D220-716000000-0044,과ㆍ채주스_망고 주스 (J),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,27,,0.15,,,,5.07,,,,,,5,,,,,,,,,,0.00,,3,식품의약품안전처,651g(,공차,2,수집,2022-06-22,2023-01-05,1471000,식품의약품안전처
D220-716000000-0045,과ㆍ채주스_망고 주스 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,27,,0.00,,,,5.07,,,,,,5,,,,,,,,,,0.00,,3,식품의약품안전처,473g(,공차,2,수집,2022-06-22,2023-01-05,1471000,식품의약품안전처
D220-716000000-0046,과ㆍ채주스_망고 주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,45,,0.00,,,,9.40,,,,,,9,,,,,,,,,,0.00,,3,식품의약품안전처,415g(,토프레소,2,수집,2022-07-11,2023-01-05,1471000,식품의약품안전처
D220-716000000-0047,과ㆍ채주스_망고바나나,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,67,,1.06,0.93,,13.60,13.00,,,,,,10,,,,,,,,,1.80,0.53,0.02,3,식품의약품안전처,100g(,카페봄봄,2,수집,2022-07-04,2023-01-05,1471000,식품의약품안전처
D220-716000000-0048,과ㆍ채주스_망고주스 병음료,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,62,,0.53,,,,12.11,,,,,,8,,,,,,,,,,0.00,,3,식품의약품안전처,190g(,스타벅스,2,수집,2022-06-24,2023-01-05,1471000,식품의약품안전처
D220-716000000-0049,과ㆍ채주스_망고주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,29,,0.09,0.35,,6.46,6.10,,,,,,5,,,,,,,,,0.00,0.32,0.03,3,식품의약품안전처,100g(,카페봄봄,2,수집,2022-07-04,2023-01-05,1471000,식품의약품안전처
D220-716000000-0050,과ㆍ채주스_밀싹 케일 주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,29,,0.24,,,,5.30,,,,,,4,,,,,,,,,,0.00,,3,식품의약품안전처,415g(,토프레소,2,수집,2022-07-11,2023-01-05,1471000,식품의약품안전처
D220-716000000-0051,과ㆍ채주스_밀싹케일 주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,32,,0.43,,,7.66,5.74,,,,,,10,,,,,,,,,,,,3,식품의약품안전처,470g(,탐앰탐스,2,수집,2022-07-13,2023-01-05,1471000,식품의약품안전처
D220-719000000-0038,기타차_한라봉차,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20719,기타차,2071900,해당없음,207190000,해당없음,00,해당없음,100ml,51,,0.21,0.00,,,10.05,,,,,,2,,,,,,,,,,,,3,식품의약품안전처,360g(,드롭탑,2,수집,2022-06-23,2023-01-05,1471000,식품의약품안전처
D220-716000000-0052,과ㆍ채주스_바나나 생과일주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,59,,1.11,,,,0.83,,,,,,11,,,,,,,,,,0.56,,3,식품의약품안전처,360g(,요거프레소,2,수집,2022-07-04,2023-01-05,1471000,식품의약품안전처
D220-716000000-0053,과ㆍ채주스_바나나주스 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,73,,1.29,,,,10.42,,,,,,14,,,,,,,,,,0.71,,3,식품의약품안전처,575g(,커피마마,2,수집,2022-07-07,2023-01-05,1471000,식품의약품안전처
D220-716000000-0054,과ㆍ채주스_바나나주스 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,70,,1.21,,,,10.13,,,,,,12,,,,,,,,,,0.64,,3,식품의약품안전처,390g(,커피마마,2,수집,2022-07-07,2023-01-05,1471000,식품의약품안전처
D220-716000000-0055,과ㆍ채주스_배주스 아이스(ICED) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,52,,0.14,,,,11.30,,,,,,,,,,,,,,,,0.00,,3,식품의약품안전처,540g(,투썸 플레이스,2,수집,2022-07-12,2023-01-05,1471000,식품의약품안전처
D220-716000000-0056,과ㆍ채주스_배주스 아이스(ICED) (Max),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,51,,0.12,,,,11.24,,,,,,,,,,,,,,,,0.00,,3,식품의약품안전처,605g(,투썸 플레이스,2,수집,2022-07-12,2023-01-05,1471000,식품의약품안전처
D220-716000000-0057,과ㆍ채주스_배주스 아이스(ICED) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,52,,0.18,,,,11.33,,,,,,,,,,,,,,,,0.00,,3,식품의약품안전처,415g(,투썸 플레이스,2,수집,2022-07-12,2023-01-05,1471000,식품의약품안전처
D220-716000000-0058,과ㆍ채주스_베리&바나나 주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,41,,0.72,,,,5.69,,,,,,11,,,,,,,,,,0.32,,3,식품의약품안전처,473g(,카페띠아모,2,수집,2022-07-04,2023-01-05,1471000,식품의약품안전처
D220-716000000-0059,과ㆍ채주스_블랙베리 주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,34,,0.21,,,8.30,8.30,,,,,,14,,,,,,,,,,,,3,식품의약품안전처,470g(,탐앰탐스,2,수집,2022-07-13,2023-01-05,1471000,식품의약품안전처
D220-716000000-0060,과ㆍ채주스_비타민주스 딸기,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,54,,0.15,,,,13.24,,,,,,1,,,,,,,,,,0.00,,3,식품의약품안전처,355g(,커피에 반하다,2,수집,2022-07-11,2023-01-05,1471000,식품의약품안전처
D220-716000000-0061,과ㆍ채주스_비타민주스 파인애플,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,43,,0.15,,,,9.86,,,,,,0,,,,,,,,,,0.00,,3,식품의약품안전처,355g(,커피에 반하다,2,수집,2022-07-11,2023-01-05,1471000,식품의약품안전처
D220-716000000-0062,과ㆍ채주스_비트 사과 주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,31,,0.24,,,,5.54,,,,,,7,,,,,,,,,,0.00,,3,식품의약품안전처,415g(,토프레소,2,수집,2022-07-11,2023-01-05,1471000,식품의약품안전처
D220-716000000-0063,과ㆍ채주스_비트파인애플 주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,34,,0.21,,,8.30,6.17,,,,,,8,,,,,,,,,,,,3,식품의약품안전처,470g(,탐앰탐스,2,수집,2022-07-13,2023-01-05,1471000,식품의약품안전처
D220-716000000-0064,과ㆍ채주스_사과 비트 착즙 주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,35,,0.28,,,,7.06,,,,,,13,,,,,,,,,,0.00,,3,식품의약품안전처,354g(,할리스,2,수집,2022-07-11,2023-01-05,1471000,식품의약품안전처
D220-716000000-0065,과ㆍ채주스_생과일 수박주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,33,,0.48,,,,5.56,,,,,,6,,,,,,,,,,0.00,,3,식품의약품안전처,414g(,이디야,2,수집,2022-07-08,2023-01-05,1471000,식품의약품안전처
D220-716000000-0066,과ㆍ채주스_생과일 토마토주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,31,,0.48,,,,5.07,,,,,,9,,,,,,,,,,0.00,,3,식품의약품안전처,414g(,이디야,2,수집,2022-07-08,2023-01-05,1471000,식품의약품안전처
D220-716000000-0067,과ㆍ채주스_샤인머스캣주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,79,,0.53,0.00,,19.47,18.42,,,,,,3,,,,,,,,,0.00,0.00,0.00,3,식품의약품안전처,190g(,커피빈,2,수집,2022-07-19,2023-01-05,1471000,식품의약품안전처
D220-716000000-0068,과ㆍ채주스_수박 주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,50,,0.53,0.00,,12.11,11.05,,,,,,11,,,,,,,,,0.00,0.00,0.00,3,식품의약품안전처,190g(,커피빈,2,수집,2022-07-19,2023-01-05,1471000,식품의약품안전처
D220-716000000-0069,과ㆍ채주스_수박머스캣 소다,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,66,,0.00,,,,11.33,,,,,,0,,,,,,,,,,0.00,,3,식품의약품안전처,415g(,토프레소,2,수집,2022-07-11,2023-01-05,1471000,식품의약품안전처
D220-716000000-0070,과ㆍ채주스_수박주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,25,,0.24,,,,4.67,,,,,,3,,,,,,,,,,0.02,,3,식품의약품안전처,591g(,메가커피,2,수집,2022-07-06,2023-01-05,1471000,식품의약품안전처
D220-716000000-0071,과ㆍ채주스_수박주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,29,,0.43,0.21,,6.38,5.96,,,,,,13,,,,,,,,,,,,3,식품의약품안전처,470g(,탐앰탐스,2,수집,2022-07-13,2023-01-05,1471000,식품의약품안전처
D220-716000000-0072,과ㆍ채주스_수박파인 펀치,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,73,,0.48,,,,13.25,,,,,,1,,,,,,,,,,0.00,,3,식품의약품안전처,415g(,토프레소,2,수집,2022-07-11,2023-01-05,1471000,식품의약품안전처
D220-716000000-0073,과ㆍ채주스_슈퍼밸런스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,53,,0.00,0.00,,13.68,12.63,,,,,,13,,,,,,,,,0.00,0.00,0.00,3,식품의약품안전처,190g(,커피빈,2,수집,2022-07-19,2023-01-05,1471000,식품의약품안전처
D220-716000000-0074,과ㆍ채주스_스타 루비 자몽 스위트 병음료,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,68,,0.11,,,,16.84,,,,,,3,,,,,,,,,,0.00,,3,식품의약품안전처,190g(,스타벅스,2,수집,2022-06-24,2023-01-05,1471000,식품의약품안전처
D220-716000000-0075,과ㆍ채주스_스트로베리 주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,53,,0.39,0.00,,13.16,11.58,,,,,,26,,,,,,,,,0.00,0.00,0.00,3,식품의약품안전처,190g(,커피빈,2,수집,2022-07-19,2023-01-05,1471000,식품의약품안전처
D220-716000000-0076,과ㆍ채주스_스트로베리 주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,32,,0.21,,,7.66,7.23,,,,,,10,,,,,,,,,,,,3,식품의약품안전처,470g(,탐앰탐스,2,수집,2022-07-13,2023-01-05,1471000,식품의약품안전처
D220-716000000-0077,과ㆍ채주스_애플망고 주스 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,34,,0.19,,,,5.81,,,,,,1,,,,,,,,,,0.00,,3,식품의약품안전처,480g(,요거프레소,2,수집,2022-07-04,2023-01-05,1471000,식품의약품안전처
D220-716000000-0078,과ㆍ채주스_옐로우 클렌즈,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,29,,0.28,,,,5.00,,,,,,6,,,,,,,,,,0.00,,3,식품의약품안전처,360g(,커피베이,2,수집,2022-07-08,2023-01-05,1471000,식품의약품안전처
D220-716000000-0079,과ㆍ채주스_옐로우 펀치,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,30,,0.28,0.03,,,6.10,,,,,,0,,,,,,,,,,,,3,식품의약품안전처,420g(,드롭탑,2,수집,2022-06-23,2023-01-05,1471000,식품의약품안전처
D220-716000000-0080,과ㆍ채주스_오곡바나나주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,68,,1.91,,,,3.79,,,,,,9,,,,,,,,,,0.59,,3,식품의약품안전처,591g(,메가커피,2,수집,2022-07-06,2023-01-05,1471000,식품의약품안전처
D220-716000000-0081,과ㆍ채주스_오렌지 당근 착즙 주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,34,,0.28,,,,6.50,,,,,,16,,,,,,,,,,0.00,,3,식품의약품안전처,354g(,할리스,2,수집,2022-07-11,2023-01-05,1471000,식품의약품안전처
D220-716000000-0082,과ㆍ채주스_오렌지 썸머,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,27,,0.30,0.01,,,5.77,,,,,,6,,,,,,,,,,,,3,식품의약품안전처,420g(,드롭탑,2,수집,2022-06-23,2023-01-05,1471000,식품의약품안전처
D220-716000000-0083,과ㆍ채주스_오렌지 자몽 주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,27,,0.43,,,6.38,4.89,,,,,,6,,,,,,,,,,,,3,식품의약품안전처,470g(,탐앰탐스,2,수집,2022-07-13,2023-01-05,1471000,식품의약품안전처
D220-716000000-0084,과ㆍ채주스_오렌지 주스 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,34,,0.56,,,,6.94,,,,,,14,,,,,,,,,,0.00,,3,식품의약품안전처,360g(,카페베네,2,수집,2022-07-05,2023-01-05,1471000,식품의약품안전처
D220-716000000-0085,과ㆍ채주스_오렌지 후레쉬 주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,20,,0.24,,,4.88,4.39,,,,,,,,,,,,,,,,,,3,식품의약품안전처,410g(,탐앰탐스,2,수집,2022-07-13,2023-01-05,1471000,식품의약품안전처
D220-716000000-0086,과ㆍ채주스_오렌지주스 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,49,,0.68,,,,10.33,,,,,,,,,,,,,,,,0.02,,3,식품의약품안전처,575g(,커피마마,2,수집,2022-07-07,2023-01-05,1471000,식품의약품안전처
D220-716000000-0087,과ㆍ채주스_오렌지주스 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,46,,0.65,,,,9.95,,,,,,,,,,,,,,,,0.00,,3,식품의약품안전처,370g(,커피마마,2,수집,2022-07-07,2023-01-05,1471000,식품의약품안전처
D220-716000000-0088,과ㆍ채주스_오리지널 깔라만시 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,24,,0.07,,,,5.37,,,,,,1,,,,,,,,,,,,3,식품의약품안전처,590g(,커피마마,2,수집,2022-07-07,2023-01-05,1471000,식품의약품안전처
D220-716000000-0089,과ㆍ채주스_오리지널 깔라만시 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,23,,0.05,,,,5.08,,,,,,1,,,,,,,,,,,,3,식품의약품안전처,415g(,커피마마,2,수집,2022-07-07,2023-01-05,1471000,식품의약품안전처
D220-716000000-0090,과ㆍ채주스_완전딸기주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,36,,0.32,,,,6.88,,,,,,1,,,,,,,,,,0.00,,3,식품의약품안전처,625g(,빽다방,2,수집,2022-06-23,2023-01-05,1471000,식품의약품안전처
D220-716000000-0091,과ㆍ채주스_완전망고주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,39,,0.32,,,,5.92,,,,,,1,,,,,,,,,,0.00,,3,식품의약품안전처,625g(,빽다방,2,수집,2022-06-23,2023-01-05,1471000,식품의약품안전처
D220-716000000-0092,과ㆍ채주스_완전블루베리주스 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,40,,0.51,,,,8.39,,,,,,1,,,,,,,,,,0.02,,3,식품의약품안전처,584g(,빽다방,2,수집,2022-06-23,2023-01-05,1471000,식품의약품안전처
D220-716000000-0093,과ㆍ채주스_완전성주참외주스 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,38,,0.51,,,,8.80,,,,,,1,,,,,,,,,,0.00,,3,식품의약품안전처,591g(,빽다방,2,수집,2022-06-23,2023-01-05,1471000,식품의약품안전처
D220-716000000-0094,과ㆍ채주스_완전수박주스 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,40,,0.46,,,,8.15,,,,,,1,,,,,,,,,,0.00,,3,식품의약품안전처,650g(,빽다방,2,수집,2022-06-23,2023-01-05,1471000,식품의약품안전처
D220-716000000-0095,과ㆍ채주스_완전토마토,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,29,,0.55,,,,6.63,,,,,,2,,,,,,,,,,0.00,,3,식품의약품안전처,543g(,빽다방,2,수집,2022-06-23,2023-01-05,1471000,식품의약품안전처
D220-716000000-0096,과ㆍ채주스_유기농 오렌지 100 주스 병음료,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,50,,1.05,,,,10.53,,,,,,3,,,,,,,,,,0.00,,3,식품의약품안전처,190g(,스타벅스,2,수집,2022-06-24,2023-01-05,1471000,식품의약품안전처
D220-716000000-0097,과ㆍ채주스_이디야 감귤&한라봉 주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,44,,0.82,0.33,,9.39,8.98,,,,,,5,,,,,,,,,0.00,0.12,0.00,3,식품의약품안전처,245g(,이디야,2,수집,2022-07-08,2023-01-05,1471000,식품의약품안전처
D220-716000000-0098,과ㆍ채주스_이디야 사과&당근 주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,42,,0.41,0.00,,10.20,10.20,,,,,,15,,,,,,,,,0.00,0.00,0.00,3,식품의약품안전처,245g(,이디야,2,수집,2022-07-08,2023-01-05,1471000,식품의약품안전처
D220-716000000-0099,과ㆍ채주스_이디야 사과주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,50,,0.00,0.00,,12.61,11.30,,,,,,5,,,,,,,,,0.00,0.00,0.00,3,식품의약품안전처,230g(,이디야,2,수집,2022-07-08,2023-01-05,1471000,식품의약품안전처
D220-716000000-0100,과ㆍ채주스_이디야 청포도&케일 주스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,59,,0.00,0.49,,13.47,13.47,,,,,,4,,,,,,,,,0.00,0.00,0.00,3,식품의약품안전처,245g(,이디야,2,수집,2022-07-08,2023-01-05,1471000,식품의약품안전처
D220-716000000-0101,과ㆍ채주스_이디야 키즈 뽀로로 사과 매실,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,45,,0.00,0.00,,11.00,9.00,,,,,,10,,,,,,,,,0.00,0.00,0.00,3,식품의약품안전처,100g(,이디야,2,수집,2022-07-08,2023-01-05,1471000,식품의약품안전처
D220-716000000-0102,과ㆍ채주스_이디야 키즈 뽀로로 오렌지,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,45,,0.00,0.00,,11.00,9.00,,,,,,10,,,,,,,,,0.00,0.00,0.00,3,식품의약품안전처,100g(,이디야,2,수집,2022-07-08,2023-01-05,1471000,식품의약품안전처
D220-716000000-0103,과ㆍ채주스_이디야 키즈 뽀로로 포도 블루베리,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,45,,0.00,0.00,,11.00,9.00,,,,,,10,,,,,,,,,0.00,0.00,0.00,3,식품의약품안전처,100g(,이디야,2,수집,2022-07-08,2023-01-05,1471000,식품의약품안전처
D220-716000000-0104,과ㆍ채주스_자몽 주스 (J),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,13,,0.15,,,,2.30,,,,,,1,,,,,,,,,,0.00,,3,식품의약품안전처,651g(,공차,2,수집,2022-06-22,2023-01-05,1471000,식품의약품안전처
D220-716000000-0105,과ㆍ채주스_자몽 주스 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20716,과ㆍ채주스,2071600,해당없음,207160000,해당없음,00,해당없음,100ml,14,,0.21,,,,2.33,,,,,,1,,,,,,,,,,0.00,,3,식품의약품안전처,473g(,공차,2,수집,2022-06-22,2023-01-05,1471000,식품의약품안전처
